node_id,init_balance,account_type_enc,country_enc,tx_behavior_id,out_tx_count,out_tx_sum,out_tx_mean,out_tx_std,out_tx_max,in_tx_count,in_tx_sum,in_tx_mean,in_tx_std,in_tx_max,out_unique_nbrs,in_unique_nbrs,total_tx_count,net_flow,flow_ratio,tx_time_span,unique_counterparts
44,132.52,0,0,1,44.0,2915.44,66.26,0.0,66.26,20.0,2458.2,122.91,0.0,122.91,2.0,1.0,64.0,457.24000000000024,1.1855237475601823,190.0,3.0
45,187.05,0,0,1,36.0,3366.72,93.52,0.0,93.52,360.0,200044.8,555.68,2.5835908159339382,558.26,2.0,2.0,396.0,-196678.08,0.01682974598816871,199.0,4.0
46,119.11,0,0,1,40.0,2382.0,59.55,0.0,59.55,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.0,2382.0,2382.0,197.0,2.0
47,156.75,0,0,1,52.0,4075.2400000000002,78.37,0.0,78.37,2.0,579614.13,289807.065,395743.4328807194,569639.93,2.0,1.0,54.0,-575538.89,0.007030941376564825,192.0,3.0
48,123.86,0,0,1,50.0,3096.5,61.93,0.0,61.93,20.0,2585.0,129.25,0.0,129.25,2.0,1.0,70.0,511.5,1.1974091260634183,193.0,3.0
49,196.75,0,0,1,61.0,3939.0099999999998,64.5739344262295,7.857623321481827,65.58,0.0,0.0,0.0,0.0,0.0,3.0,0.0,61.0,3939.0099999999998,3939.0099999999998,185.0,3.0
50,180.32,0,0,1,42.0,3786.72,90.16,0.0,90.16,21.0,104152.95,4959.664285714285,21970.766377263346,100847.95,2.0,2.0,63.0,-100366.23,0.03635695045651173,190.0,4.0
51,144.8,0,0,1,40.0,2896.0,72.4,0.0,72.4,4.0,27569544.09,6892386.0225,10085597.430266863,21474836.47,2.0,1.0,44.0,-27566648.09,0.00010504344524170022,197.0,3.0
52,108.04,0,0,1,38.0,2052.76,54.02,0.0,54.02,25.0,205.25000000000003,8.21,0.0,8.21,2.0,1.0,63.0,1847.5100000000002,9.952775757575758,190.0,3.0
53,132.01,0,0,1,66.0,2904.0,44.0,0.0,44.0,24.0,294.24,12.26,0.0,12.26,3.0,1.0,90.0,2609.76,9.836065573770492,186.0,4.0
54,150.79,0,0,1,69.0,3467.94,50.26,0.0,50.26,40.0,6715.400000000001,167.88500000000002,4.24844164491599,172.08,3.0,2.0,109.0,-3247.4600000000005,0.5163391102376272,190.0,5.0
55,193.28,0,0,1,48.0,3092.16,64.42,0.0,64.42,212.0,2823385.58,13317.856509433963,165683.3425105164,2392863.25,3.0,4.0,260.0,-2820293.42,0.0010951954018283956,197.0,7.0
56,110.91,0,0,1,60.0,2218.2,36.97,0.0,36.97,56.0,10007.04,178.69714285714286,34.26367202707877,229.89,3.0,3.0,116.0,-7788.840000000001,0.22164179999280575,195.0,6.0
57,155.13,0,0,1,57.0,2947.4700000000003,51.71000000000001,0.0,51.71,42.0,3798.26,90.43476190476191,69.00399441382999,161.94,3.0,2.0,99.0,-850.79,0.775801077051847,198.0,5.0
58,170.66,0,0,1,66.0,3754.0800000000004,56.88,0.0,56.88,46.0,5591.99,121.565,114.12227543297583,234.44,3.0,2.0,112.0,-1837.9099999999994,0.6712116417157907,191.0,5.0
59,154.74,0,0,1,45.0,2321.1,51.58,0.0,51.58,39.0,6322.56,162.1169230769231,156.56096586438355,329.04,3.0,2.0,84.0,-4001.4600000000005,0.36705589889239604,190.0,5.0
60,181.45,0,0,1,42.0,2540.16,60.48,0.0,60.48,57.0,6331.55,111.07982456140351,72.66137696021447,189.71,3.0,3.0,99.0,-3791.3900000000003,0.4011275078759741,192.0,6.0
61,154.03,0,0,1,51.0,2618.34,51.34,0.0,51.34,45.0,49816505.589999996,1107033.4575555555,4513809.260343905,21474836.47,3.0,3.0,96.0,-49813887.24999999,5.2559687124379716e-05,192.0,6.0
62,196.38,0,0,1,57.0,3730.65,65.45,0.0,65.45,0.0,0.0,0.0,0.0,0.0,3.0,0.0,57.0,3730.65,3730.65,180.0,3.0
63,160.32,0,0,1,63.0,3366.72,53.44,0.0,53.44,22.0,976949.6000000001,44406.8,203336.99243641042,954590.56,3.0,2.0,85.0,-973582.8800000001,0.0034461517296780404,197.0,5.0
64,158.76,0,0,1,57.0,3015.87,52.91,0.0,52.91,37.0,3513.87,94.96945945945946,75.01624216520437,163.19,3.0,2.0,94.0,-498.0,0.8580317337483321,190.0,5.0
65,144.5,0,0,1,42.0,2022.7199999999998,48.16,0.0,48.16,20.0,2389.0,119.45,0.0,119.45,3.0,1.0,62.0,-366.2800000000002,0.8463263598326359,191.0,4.0
66,159.63,0,0,1,63.0,3352.23,53.21,0.0,53.21,53.0,7813.93,147.43264150943398,153.2077883031225,389.72,3.0,3.0,116.0,-4461.700000000001,0.4289520187640836,191.0,6.0
67,138.49,0,0,1,61.0,2080.2799999999997,34.102950819672124,4.038283193083539,34.62,19.0,156.75,8.25,0.0,8.25,4.0,1.0,80.0,1923.5299999999997,13.187194928684626,190.0,5.0
68,157.57,0,0,1,48.0,2520.96,52.52,0.0,52.52,0.0,0.0,0.0,0.0,0.0,3.0,0.0,48.0,2520.96,2520.96,198.0,3.0
69,129.03,0,0,1,60.0,2580.0,43.0,0.0,43.0,20.0,2026.0,101.3,0.0,101.3,3.0,1.0,80.0,554.0,1.2728169708929453,191.0,4.0
70,118.94,0,0,1,75.0,2973.0,39.64,0.0,39.64,19.0,12228848.44,643623.6021052632,2805441.94265418,12228649.0,3.0,2.0,94.0,-12225875.44,0.00024311363179232995,190.0,5.0
71,118.67,0,0,1,72.0,2847.6,39.55,0.0,39.55,21.0,4746007.2,226000.34285714285,1035597.87244185,4745720.0,3.0,2.0,93.0,-4743159.600000001,0.0005999989633393384,192.0,5.0
72,161.28,0,0,1,57.0,3063.75,53.75,0.0,53.75,20.0,3947.2000000000003,197.36,0.0,197.36,3.0,1.0,77.0,-883.4500000000003,0.7759865255052935,196.0,4.0
73,165.67,0,0,1,75.0,4141.5,55.22,0.0,55.22,20.0,2379.0,118.95,0.0,118.95,3.0,1.0,95.0,1762.5,1.740126050420168,194.0,4.0
74,147.65,0,0,1,63.0,3100.23,49.21,0.0,49.21,0.0,0.0,0.0,0.0,0.0,3.0,0.0,63.0,3100.23,3100.23,185.0,3.0
75,108.98,0,0,1,66.0,2397.12,36.32,0.0,36.32,21.0,864382.51,41161.071904761906,188587.70864412925,864225.31,3.0,2.0,87.0,-861985.39,0.002773213477892469,182.0,5.0
76,175.76,0,0,1,69.0,4042.02,58.58,0.0,58.58,42.0,3300.6600000000003,78.58714285714287,68.63498909610897,149.71,3.0,2.0,111.0,741.3599999999997,1.2242387162821124,194.0,5.0
77,187.68,0,0,1,45.0,2814.75,62.55,0.0,62.55,220.0,108821.0,494.6409090909091,178.70394508806282,576.52,3.0,3.0,265.0,-106006.25,0.02586563378728566,199.0,6.0
78,192.34,0,0,1,69.0,4423.59,64.11,0.0,64.11,20.0,3802.7999999999997,190.14,0.0,190.14,3.0,1.0,89.0,620.7900000000004,1.1629396918870605,191.0,4.0
79,184.25,0,0,1,63.0,3868.83,61.41,0.0,61.41,39.0,35455.99,909.1279487179487,5183.375077090815,32446.73,3.0,3.0,102.0,-31587.159999999996,0.10911332293011901,198.0,6.0
80,189.82,0,0,1,75.0,4745.25,63.27,0.0,63.27,20.0,2774.2000000000003,138.71,0.0,138.71,3.0,1.0,95.0,1971.0499999999997,1.7098767656385123,196.0,4.0
81,192.31,0,0,1,33.0,2115.2999999999997,64.1,0.0,64.1,21.0,1385952.4,65997.73333333332,302346.4907573887,1385546.0,3.0,2.0,54.0,-1383837.0999999999,0.0015262417913906772,172.0,5.0
82,154.06,0,0,1,54.0,2772.9,51.35,0.0,51.35,6.0,3909528.83,651588.1383333333,876978.1203987345,1848524.0,3.0,2.0,60.0,-3906755.93,0.0007092668736588205,180.0,5.0
83,139.13,0,0,1,51.0,2364.87,46.37,0.0,46.37,0.0,0.0,0.0,0.0,0.0,3.0,0.0,51.0,2364.87,2364.87,187.0,3.0
84,170.53,0,0,1,69.0,3921.96,56.84,0.0,56.84,20.0,3206.0,160.3,0.0,160.3,3.0,1.0,89.0,715.96,1.2229373246024322,198.0,4.0
85,127.56,0,0,1,33.0,1403.16,42.52,0.0,42.52,40.0,6002.6,150.065,34.19514472958001,183.83,3.0,2.0,73.0,-4599.4400000000005,0.23371976813911652,196.0,5.0
86,181.16,0,0,1,77.0,3446.22,44.756103896103895,4.684919298255715,45.29,1.0,197310.6,197310.6,0.0,197310.6,4.0,1.0,78.0,-193864.38,0.017465876309350287,177.0,5.0
87,184.95,0,0,1,72.0,4438.08,61.64,0.0,61.64,0.0,0.0,0.0,0.0,0.0,3.0,0.0,72.0,4438.08,4438.08,192.0,3.0
88,189.5,0,0,1,66.0,4168.5599999999995,63.15999999999999,0.0,63.16,405.0,5513857.05,13614.461851851851,261266.32141438214,5257868.0,3.0,5.0,471.0,-5509688.49,0.00075601510996461,199.0,8.0
89,158.98,0,0,1,69.0,3656.31,52.99,0.0,52.99,42.0,2756.88,65.64,57.53450036028224,125.26,3.0,2.0,111.0,899.4299999999998,1.3257683438003103,197.0,5.0
90,194.98,0,0,1,54.0,3509.4599999999996,64.99,0.0,64.99,1.0,418059.9,418059.9,0.0,418059.9,3.0,1.0,55.0,-414550.44,0.008394614277489235,183.0,4.0
91,157.97,0,0,1,100.0,3949.0,39.49,0.0,39.49,22.0,2184810.6900000004,99309.57681818184,465000.1527955424,2181215.25,4.0,2.0,122.0,-2180861.6900000004,0.0018074784284955923,193.0,6.0
92,145.06,0,0,1,48.0,2320.8,48.35,0.0,48.35,25.0,297.0,11.88,0.0,11.88,3.0,1.0,73.0,2023.8000000000002,7.787919463087249,192.0,4.0
93,166.02,0,0,1,51.0,2822.34,55.34,0.0,55.34,20.0,3130.4,156.52,0.0,156.52,3.0,1.0,71.0,-308.05999999999995,0.9013029315960912,190.0,4.0
94,199.63,0,0,1,69.0,4591.26,66.54,0.0,66.54,0.0,0.0,0.0,0.0,0.0,3.0,0.0,69.0,4591.26,4591.26,193.0,3.0
95,191.69,0,0,1,51.0,3258.39,63.89,0.0,63.89,41.0,2523549.3,61549.98292682927,392882.1793440054,2515865.5,3.0,3.0,92.0,-2520290.9099999997,0.0012911928087979859,198.0,6.0
96,179.33,0,0,1,66.0,3944.82,59.77,0.0,59.77,21.0,21477024.669999998,1022715.4604761904,4686169.632426975,21474836.47,3.0,2.0,87.0,-21473079.849999998,0.0001836762715942687,199.0,5.0
97,108.24,0,0,1,63.0,2272.41,36.07,0.0,36.07,0.0,0.0,0.0,0.0,0.0,3.0,0.0,63.0,2272.41,2272.41,190.0,3.0
98,161.28,0,0,1,60.0,3225.0,53.75,0.0,53.75,40.0,5135.0,128.375,6.982837936041885,135.27,3.0,2.0,100.0,-1910.0,0.6279205607476636,198.0,5.0
99,148.64,0,0,1,42.0,2080.68,49.54,0.0,49.54,399.0,167921.29,420.8553634085213,66.38167943134913,462.54,3.0,4.0,441.0,-165840.61000000002,0.01239073145083955,199.0,7.0
100,163.01,0,0,1,54.0,2933.8199999999997,54.32999999999999,0.0,54.33,181.0,376483.79000000004,2080.0209392265197,21541.013706491613,290283.59,3.0,2.0,235.0,-373549.97000000003,0.007792665408873489,198.0,5.0
101,184.51,0,0,1,48.0,2952.0,61.5,0.0,61.5,18.0,925875.24,51437.513333333336,218167.37458115455,925620.75,3.0,2.0,66.0,-922923.24,0.0031883310883968684,194.0,5.0
102,124.3,0,0,1,69.0,2858.67,41.43,0.0,41.43,21.0,395.64,18.84,0.0,18.84,3.0,1.0,90.0,2463.03,7.207215611133522,196.0,4.0
103,173.15,0,0,1,75.0,4328.25,57.71,0.0,57.71,0.0,0.0,0.0,0.0,0.0,3.0,0.0,75.0,4328.25,4328.25,189.0,3.0
104,111.71,0,0,1,75.0,2792.2499999999995,37.23,0.0,37.23,40.0,6283.8,157.095,7.86392118540467,164.86,3.0,2.0,115.0,-3491.5500000000006,0.44428621435845206,197.0,5.0
105,122.05,0,0,1,72.0,2928.96,40.68,0.0,40.68,60.0,9449.4,157.48999999999998,7.471015178448663,165.03,3.0,3.0,132.0,-6520.44,0.3099297384237704,197.0,6.0
106,179.46,0,0,1,69.0,4127.58,59.82,0.0,59.82,3.0,8005528.45,2668509.4833333334,4022381.5806014654,7300894.5,3.0,1.0,72.0,-8001400.87,0.0005155911330761515,176.0,4.0
107,133.25,0,0,1,72.0,3197.5199999999995,44.41,0.0,44.41,19.0,1005.29,52.91,0.0,52.91,3.0,1.0,91.0,2192.2299999999996,3.1775333154458454,197.0,4.0
108,181.59,0,0,1,60.0,3631.2000000000003,60.52,0.0,60.52,40.0,4570.6,114.26500000000001,5.251053618328814,119.45,3.0,2.0,100.0,-939.4000000000001,0.7942952139294777,194.0,5.0
109,110.06,0,0,1,84.0,3081.12,36.68,0.0,36.68,20.0,3467.2000000000003,173.36,0.0,173.36,3.0,1.0,104.0,-386.0800000000004,0.8883916729139034,191.0,4.0
110,114.64,0,0,1,48.0,1834.08,38.21,0.0,38.21,0.0,0.0,0.0,0.0,0.0,3.0,0.0,48.0,1834.08,1834.08,199.0,3.0
111,169.77,0,0,1,60.0,3395.4,56.59,0.0,56.59,20.0,3408.2,170.41,0.0,170.41,3.0,1.0,80.0,-12.799999999999727,0.9959521295318551,190.0,4.0
112,104.52,0,0,1,66.0,2299.44,34.84,0.0,34.84,32.0,2187.56,68.36125,47.086655444698366,104.26,3.0,2.0,98.0,111.88000000000011,1.0506634499396865,198.0,5.0
113,157.39,0,0,1,45.0,2360.7,52.459999999999994,0.0,52.46,29.0,19072801.1,657682.7965517242,2488521.3696218412,11810183.0,3.0,6.0,74.0,-19070440.400000002,0.00012377310830483578,192.0,9.0
114,191.0,0,0,1,45.0,2864.7,63.66,0.0,63.66,47.0,793.0600000000001,16.873617021276598,10.294292514392518,27.73,3.0,2.0,92.0,2071.64,3.607661889529758,190.0,5.0
115,153.42,0,0,1,33.0,1687.2900000000002,51.13,0.0,51.13,20.0,3045.4,152.27,0.0,152.27,3.0,1.0,53.0,-1358.11,0.5538635766806723,196.0,4.0
116,168.06,0,0,1,57.0,3193.1400000000003,56.02,0.0,56.02,1.0,3244853.25,3244853.25,0.0,3244853.25,3.0,1.0,58.0,-3241660.11,0.000984062689410472,158.0,4.0
117,102.67,0,0,1,72.0,2463.84,34.22,0.0,34.22,43.0,22693411.97,527753.766744186,3275032.503350948,21474836.47,3.0,3.0,115.0,-22690948.13,0.00010857071182977729,197.0,6.0
118,163.5,0,0,1,78.0,4251.0,54.5,0.0,54.5,20.0,3907.0,195.35,0.0,195.35,3.0,1.0,98.0,344.0,1.0877686796315251,192.0,4.0
119,160.63,0,0,1,72.0,3854.88,53.54,0.0,53.54,0.0,0.0,0.0,0.0,0.0,3.0,0.0,72.0,3854.88,3854.88,194.0,3.0
120,157.6,0,0,1,63.0,3309.39,52.53,0.0,52.53,21.0,1776380.1,84589.52857142857,386819.3321828112,1772807.5,3.0,2.0,84.0,-1773070.7100000002,0.0018629955024853618,190.0,5.0
121,139.12,0,0,1,48.0,2225.7599999999998,46.37,0.0,46.37,219.0,1646265.31,7517.193196347032,102435.56430900021,1516146.62,3.0,4.0,267.0,-1644039.55,0.0013520048284290042,196.0,7.0
122,137.01,0,0,1,45.0,2054.7,45.66,0.0,45.66,20.0,2768.8,138.44,0.0,138.44,3.0,1.0,65.0,-714.1000000000004,0.7418225142609574,192.0,4.0
123,198.05,0,0,1,63.0,4158.63,66.01,0.0,66.01,19.0,408.69000000000005,21.51,0.0,21.51,3.0,1.0,82.0,3749.94,10.150674900534549,178.0,4.0
124,103.64,0,0,1,57.0,1968.78,34.54,0.0,34.54,25.0,3238845.3200000003,129553.81280000001,645307.4574367324,3227009.25,3.0,2.0,82.0,-3236876.5400000005,0.0006078645929702524,193.0,5.0
125,102.16,0,0,1,81.0,2758.0499999999997,34.05,0.0,34.05,0.0,0.0,0.0,0.0,0.0,3.0,0.0,81.0,2758.0499999999997,2758.0499999999997,159.0,3.0
126,196.1,0,0,1,48.0,3137.2799999999997,65.36,0.0,65.36,197.0,96438.78,489.5369543147208,162.83141711242254,545.64,3.0,2.0,245.0,-93301.5,0.03253097425149663,194.0,5.0
127,118.5,0,0,1,66.0,2607.0,39.5,0.0,39.5,21.0,7758380.800000001,369446.7047619048,1692542.3225496209,7756307.0,3.0,2.0,87.0,-7755773.800000001,0.0003360236795770994,190.0,5.0
128,112.39,0,0,1,54.0,2022.8400000000001,37.46,0.0,37.46,20.0,2547.6,127.38,0.0,127.38,3.0,1.0,74.0,-524.7599999999998,0.7937063485835362,195.0,4.0
129,121.06,0,0,1,51.0,2057.85,40.35,0.0,40.35,21.0,326916.96,15567.474285714286,70791.74062680182,324527.96,3.0,2.0,72.0,-324859.11000000004,0.006294698523140178,190.0,5.0
130,180.07,0,0,1,57.0,3421.1400000000003,60.02,0.0,60.02,20.0,3473.2,173.66,0.0,173.66,3.0,1.0,77.0,-52.05999999999949,0.9847274192619885,191.0,4.0
131,193.7,0,0,1,72.0,4648.32,64.56,0.0,64.56,24.0,17168576.57,715357.3570833333,3449217.5524217444,16907000.0,3.0,2.0,96.0,-17163928.25,0.0002707457843288295,183.0,5.0
132,102.28,0,0,1,51.0,1738.5900000000001,34.09,0.0,34.09,0.0,0.0,0.0,0.0,0.0,3.0,0.0,51.0,1738.5900000000001,1738.5900000000001,192.0,3.0
133,142.56,0,0,1,57.0,2708.6400000000003,47.52,0.0,47.52,233.0,7487601.99,32135.6308583691,407171.8817162331,6118204.5,3.0,4.0,290.0,-7484893.350000001,0.00036174994903141896,198.0,7.0
134,110.15,0,0,1,69.0,2532.9900000000002,36.71,0.0,36.71,47.0,238795.77,5080.761063829787,34121.45412064126,234025.78,3.0,3.0,116.0,-236262.78,0.010607304278026877,190.0,6.0
135,125.99,0,0,1,72.0,3023.28,41.99,0.0,41.99,0.0,0.0,0.0,0.0,0.0,3.0,0.0,72.0,3023.28,3023.28,197.0,3.0
136,122.08,0,0,1,60.0,2441.3999999999996,40.68999999999999,0.0,40.69,2.0,1831940.5,915970.25,1289724.754823706,1827943.37,3.0,1.0,62.0,-1829499.1,0.0013326844770971122,198.0,4.0
137,164.69,0,0,1,69.0,3787.41,54.89,0.0,54.89,26.0,399460.36000000004,15363.860000000002,70053.87073243933,356340.21,3.0,3.0,95.0,-395672.95000000007,0.009481292508491933,192.0,6.0
138,135.03,0,0,1,93.0,3109.59,33.43645161290323,3.0237511418339222,33.75,2.0,9528948.53,4764474.265,6034480.008577774,9031496.0,4.0,2.0,95.0,-9525838.94,0.00032633082903945243,199.0,6.0
139,118.03,0,0,1,63.0,2478.42,39.34,0.0,39.34,22.0,1168004.54,53091.115454545456,246201.17813130477,1155355.12,3.0,2.0,85.0,-1165526.12,0.0021219248668974634,190.0,5.0
140,150.36,0,0,1,63.0,3156.93,50.11,0.0,50.11,22.0,10623920.84,482905.49272727274,2223038.6224398827,10434339.0,3.0,2.0,85.0,-10620763.91,0.00029715297679561994,193.0,5.0
141,103.94,0,0,1,72.0,2494.08,34.64,0.0,34.64,41.0,206147.3,5027.982926829268,31308.95919571587,200613.5,3.0,3.0,113.0,-203653.22,0.012098474738816667,197.0,6.0
